firstname;lastname;address;PLZ;city;birthdate;email;gamertag;join_date;hardware;game;playtime;wins;losses;ingamelevel
Stanley;Kulas;Margarett Court 74;3089;Tonawanda;1969-04-17;libby.shields88@yahoo.com;Sibyl.Nader;2018-02-16;PC;Path of Exile;676;526;785;3
Afton;Brakus;Hilpert Expressway 42;7076;Nathanialberg;1958-10-10;ressie.schmeler0@yahoo.com;Shawn_Jacobson;2017-07-05;Nintendo Switch;Madden NFL 20;866;852;850;89
Isai;Trantow;Sanford Stravenue 2;6100;Okunevamouth;1964-03-28;ransom.boehm86@gmail.com;Chaim_Schroeder;2015-01-30;Xbox One;Hearthstone;843;440;53;57
Helena;Lueilwitz;Salvador River 5;2403;Sigridview;1954-04-19;armani_lindgren97@hotmail.com;Lisandro71;2022-08-09;PC;Rainbow Six Siege;180;106;796;9
Efren;Welch;McGlynn Parks 47;8295;North Korbin;1996-04-07;walker12@yahoo.com;Rosemary38;2021-11-02;Playstation 5;League of Legends;587;977;264;74
Darius;Renner;Witting Views 21;9271;Euniceport;2000-12-09;jasen72@hotmail.com;Arvid52;2013-12-26;Xbox Series X;Teamfight Tactics;220;858;918;62
Terry;Krajcik;Bahringer Rest 69;8969;Wisokyville;1974-12-20;quinton_lehner@hotmail.com;Jaycee_Huels19;2016-09-13;Playstation 4;NBA 2K20;780;883;956;31
Zelda;Anderson;Labadie Brook 61;9498;Reichertchester;2005-09-06;raymundo.schuster79@gmail.com;Joesph_Treutel10;2014-03-21;Playstation 5;Dota 2;991;889;309;94
Haskell;Prohaska;Francis Falls 97;4172;Bruenhaven;1983-12-10;zachariah_collier52@yahoo.com;Gladyce_Weissnat73;2016-10-26;PC;PlayerUnknown's Battlegrounds;579;50;623;4
Christiana;Erdman;Wehner Road 19;7521;North Angelashire;1981-03-03;destiney.boyer65@yahoo.com;Sadie.Kilback69;2021-06-21;Xbox One;Hearthstone;698;422;691;54
Dominic;Cruickshank;Aufderhar Ferry 33;6894;Port Ronaldoside;1967-12-07;joe26@hotmail.com;Theresa_Dietrich;2014-03-16;Playstation 5;Teamfight Tactics;906;140;633;25
Saul;Johnston;Quitzon Route 14;4710;Langworthtown;2004-01-05;filomena_lebsack86@yahoo.com;Rupert.Abshire54;2019-08-11;Playstation 4;Hearthstone;546;288;633;30
Columbus;Kessler;Magali Port 20;7211;Lake Reedside;2007-05-17;anabel_reichert@gmail.com;Daren_Keeling;2015-01-11;Xbox One;World of Warcraft;253;456;778;63
Sydnie;Legros;Kenton Corner 68;2257;Bellflower;1996-12-26;lawson_padberg@hotmail.com;Ottilie_Torphy-Beatty;2019-09-30;PC;Teamfight Tactics;408;164;510;11
Anthony;Sipes;Norma Shores 1;6236;West Brady;1987-03-17;irving.roob94@yahoo.com;Bret.Mertz99;2015-01-15;Xbox One;Call of Duty: Warzone;782;893;458;23
Alec;Beahan;Marvin Drive 68;6655;North Marilyneland;1949-03-30;mozell.hahn@gmail.com;Aglae_Carroll48;2018-09-05;Xbox One;League of Legends;620;85;577;8
Doug;Dare-Emard;Jazmin Squares 86;9186;North Saigefurt;2001-02-07;lukas59@hotmail.com;Santino_Fay44;2018-05-07;Xbox One;PlayerUnknown's Battlegrounds;506;326;680;69
Sierra;Lebsack;Jazmyn Land 85;6783;Brooklyn Park;1994-05-16;leonora.hodkiewicz@hotmail.com;Assunta.Wiza;2022-03-09;Playstation 5;FIFA 20;414;191;247;21
Patience;Hodkiewicz;Kertzmann Valleys 30;4040;West Monserrat;2002-01-07;arnold30@hotmail.com;Michale86;2021-04-06;PC;Rainbow Six Siege;518;495;87;3
Demetrius;Sauer;Stephanie Drive 82;6441;Brigittestead;1966-12-09;brisa_von@hotmail.com;Dillon5;2018-04-05;Playstation 5;League of Legends;387;649;992;69
Abigail;Rolfson-Thompson;Olga Ranch 76;2857;Vandervorttown;1956-05-26;vaughn.sanford@yahoo.com;Cora71;2014-03-20;Xbox One;World of Warcraft;207;169;435;12
Shayne;Maggio;Will Union 95;2531;Savannah;1954-12-25;leann.ritchie@gmail.com;Brice.Borer;2014-11-08;Xbox One;Dota 2;659;917;938;93
Hanna;Jones;Julio Valley 86;4808;Corwinburgh;1992-11-07;maxime_reichel60@yahoo.com;Bernard.OKon;2016-04-07;Playstation 4;Hearthstone;473;853;874;89
Clinton;Paucek;Dagmar Lock 22;7743;San Jose;1955-06-20;jazmyn89@gmail.com;Carmelo_Hills95;2020-03-15;Playstation 5;Heroes of the Storm;929;890;626;65
Kelli;Roberts;Rolfson Ferry 51;9172;Thornton;1965-04-15;tristian98@yahoo.com;Gayle_Kirlin;2014-02-18;PC;Counter Strike: Global Offensive;484;684;399;65
Oral;Reilly;Pfannerstill Passage 23;6582;Modestocester;1964-10-05;elsie.russel@yahoo.com;Ayla51;2017-01-18;Playstation 4;Teamfight Tactics;234;740;31;23
Jamil;Ankunding;Senger Drives 51;7474;West Benny;1999-03-19;sydnee_herman@yahoo.com;Sheridan_Bosco;2020-10-09;Playstation 4;Counter Strike: Global Offensive;149;144;767;9
Erich;Kling;Wilbert Inlet 30;6951;La Mesa;1978-05-07;lincoln_walsh@gmail.com;Mafalda_Hammes;2023-04-14;Xbox Series X;Rainbow Six Siege;697;747;989;62
Thurman;Smitham;Francesca Mountains 97;8132;Harrisburg;1990-05-31;gretchen.moen10@yahoo.com;Elenora74;2016-09-24;Xbox One;World of Tanks;872;458;120;46
Nella;Gutkowski;Sammy Ford 52;9302;Kielfield;1964-07-14;cristopher42@gmail.com;Casey_Lehner29;2018-06-23;PC;Teamfight Tactics;751;300;837;90
Tanya;O'Kon;Hauck Islands 100;1900;Lake Justine;1975-03-26;camila.gislason9@yahoo.com;Kelli_Stroman;2019-11-15;Playstation 5;Dota 2;208;403;974;74
Orval;Schiller;Garrison Unions 6;7523;West Vincenzo;1977-03-21;chyna11@hotmail.com;Kraig.Effertz;2016-08-12;PC;Madden NFL 20;813;420;834;62
Dante;Watsica;Kuhn Roads 21;7459;Gilroy;1981-09-17;haleigh_pollich15@yahoo.com;Alford.Swaniawski;2014-05-25;Xbox Series X;Hearthstone;285;988;579;39
Sandra;Dooley;Danial Shore 53;7792;Fort Gino;1991-11-23;curtis_turner54@hotmail.com;Jewell72;2016-10-12;Xbox Series X;World of Warcraft;346;392;585;45
Omari;Reinger;Botsford Port 73;4322;North Miami Beach;1959-09-13;francisca.schaefer65@yahoo.com;Bria2;2014-05-29;Playstation 4;Call of Duty: Warzone;863;672;984;93
Tessie;Reichel;Aufderhar Mill 39;7036;Hageneston;1976-05-13;green91@yahoo.com;Adriana_Wilkinson53;2023-03-10;Playstation 5;Diablo III;765;631;439;85
Tillman;Batz;Abernathy Loaf 79;3262;West Paoloville;1956-12-01;sydni_nikolaus@yahoo.com;Alexandra.Konopelski74;2014-08-11;Nintendo Switch;Grand Theft Auto V;281;389;856;20
Estrella;Bahringer;Hegmann Ports 42;2866;East Margaritabury;1999-06-28;henderson_schultz@gmail.com;Matilde76;2023-04-28;Xbox One;Path of Exile;332;534;170;20
Greg;Bins;Bennett Burg 53;6666;Mountain View;1950-06-03;dino.heidenreich@hotmail.com;Levi37;2014-11-15;Nintendo Switch;Overwatch;189;337;639;67
Eulah;Rogahn;Powlowski Burg 7;2979;Mountain View;1984-11-06;kevin48@gmail.com;Catalina.Veum;2023-05-08;Xbox One;Minecraft;613;754;827;63
Claudie;Luettgen;Reilly Ranch 89;7947;Ernestburgh;1967-07-04;josh.graham-kunde@yahoo.com;Clair_Stokes71;2015-03-18;Xbox One;Teamfight Tactics;674;504;983;95
Gonzalo;Emmerich;Greenfelder Rapid 45;4585;Hahnfield;1986-05-31;elvera.mckenzie40@gmail.com;Andrew_Borer92;2019-11-09;Playstation 4;Path of Exile;304;555;610;100
Briana;Steuber;Labadie Stravenue 10;9093;Ryleyworth;2006-12-26;izaiah59@gmail.com;Nash_Carter;2023-05-17;Xbox One;PlayerUnknown's Battlegrounds;696;357;416;87
Josue;Hilpert;Felipe Garden 89;7799;Lake Kelly;1949-02-05;alford_kling92@gmail.com;Jesse_Kovacek;2016-05-06;PC;Madden NFL 20;819;265;918;40
Stanford;Olson;Genoveva Mall 47;5502;East Raoul;1988-08-03;terrell.keeling47@gmail.com;Dagmar97;2015-07-19;Nintendo Switch;Rocket League;533;969;913;13
Estel;Marks;Olson Ferry 60;3206;Blickburgh;2001-06-04;teagan.fadel81@hotmail.com;Nestor.Klein;2013-07-17;Xbox Series X;FIFA 20;345;261;724;88
Alexie;Lebsack;Mertz Avenue 95;6400;Jakubowskiburgh;1987-11-21;citlalli.jast28@yahoo.com;Deangelo74;2022-05-09;Playstation 4;FIFA 20;111;695;398;38
Tiffany;Kuvalis;Joannie Plains 54;5523;North Brain;1952-05-17;danika.mccullough17@hotmail.com;Lorena_Johnson10;2020-02-08;Playstation 4;Rocket League;175;10;821;51
Coy;Feil;Hodkiewicz Glens 83;8479;Knoxville;1990-07-03;rahul.jones17@hotmail.com;Lucienne.Terry;2021-03-11;Playstation 5;Destiny 2;284;763;697;54
Richie;Breitenberg;Leland Mountain 79;8726;East Joannie;1956-11-05;lincoln20@hotmail.com;Sabrina.Collins;2018-11-27;Xbox One;Destiny 2;685;317;893;54
Sandrine;Kautzer;Herminia Loop 16;1982;Naomiworth;1953-05-24;mabelle_prohaska37@gmail.com;Liliane.Daugherty35;2015-09-09;Playstation 4;Destiny 2;678;3;739;66
Dorothea;Graham;Sauer Point 97;9357;Hawthorne;1954-11-21;virginie60@gmail.com;Josh84;2016-05-26;Playstation 4;Fortnite;352;842;353;39
Gwen;Wiza;Murphy Court 86;2755;South Hunter;1954-12-18;juanita60@gmail.com;Jovanny_Casper24;2018-06-18;PC;Call of Duty: Warzone;372;331;967;18
Kaden;Hilpert;Emmalee Bypass 66;3171;Rochester;1967-09-16;elmore73@gmail.com;Pink48;2016-08-30;PC;Rocket League;589;42;35;61
Katlynn;Murazik;Berge Drive 31;3080;North Florianport;1961-06-10;michale40@yahoo.com;Jannie.Bashirian29;2017-06-28;PC;Madden NFL 20;308;607;399;60
Autumn;Bosco;Fritsch Radial 50;7122;South Lucianoland;1986-01-23;remington36@yahoo.com;Jayda_Hagenes-Predovic;2019-08-25;PC;Call of Duty: Warzone;526;561;233;71
Alisa;Durgan;Lowe Ports 14;5189;Cummeratabury;1952-06-26;guadalupe_ledner-jakubowski39@gmail.com;Adell_Weber;2018-09-07;Xbox One;World of Warcraft;873;845;258;72
Cassidy;Mertz;Schinner Terrace 57;4413;West Amie;1972-09-09;selmer47@gmail.com;Rozella.Olson93;2014-02-11;Playstation 4;Heroes of the Storm;509;66;684;15
Gabriella;Mayer;Simone Shores 59;9124;Lake Amalia;1952-04-08;milo.pacocha75@hotmail.com;Stacy70;2016-05-07;Playstation 5;Dota 2;678;539;674;74
Richie;Murray;Reinger Prairie 88;3696;Port Noel;1979-09-08;audra97@yahoo.com;Jameson.Nitzsche13;2014-01-25;Playstation 4;Rainbow Six Siege;519;340;565;98
Reynold;Howell;Halie Spring 75;7804;Goodyear;1974-01-23;deon.hane74@hotmail.com;Katarina_Lesch;2015-02-24;Playstation 5;Starcraft II;562;741;479;64
Otha;Satterfield;Ratke Plain 13;7499;Folsom;1995-05-12;johann_labadie49@yahoo.com;Alba.Bechtelar;2019-11-15;Xbox One;League of Legends;444;984;587;50
Eloisa;Roberts;Jade Isle 16;7311;Farmington Hills;1952-01-06;jamey.rau84@hotmail.com;Angel83;2021-05-24;Nintendo Switch;World of Warships;176;554;266;48
Stephon;Wilkinson;Rosalee Extensions 5;3277;Greenwood;1997-01-23;ralph_toy74@hotmail.com;Leilani.Olson;2014-07-02;Playstation 4;Valorant;199;980;849;94
Lexi;Considine;Eusebio View 29;9762;South Thadfort;1987-01-22;devan.baumbach91@gmail.com;Dameon_Homenick65;2015-02-03;Xbox Series X;FIFA 20;116;901;610;91
Clinton;Torphy;Alyson Harbors 29;7345;Lake Janetfort;2003-02-24;jamarcus82@gmail.com;Wilber.Durgan;2015-08-05;Playstation 5;Valorant;472;947;867;45
Kiarra;Hodkiewicz;Willms Courts 48;7400;West Palm Beach;1979-02-13;alana.mertz61@yahoo.com;Emma.Rogahn;2020-11-11;PC;Apex Legends;771;309;326;3
Hazle;Hackett;Hegmann Keys 38;1810;North Kailynview;1970-03-18;van89@gmail.com;Lucie.Predovic31;2014-01-31;Playstation 5;Apex Legends;592;97;867;19
Hettie;Wolff;Bruen Fields 89;2788;Port Markus;1981-08-14;michel64@gmail.com;Solon_Lesch70;2017-04-11;Playstation 5;Grand Theft Auto V;239;149;620;22
Gina;Mohr;Jedidiah Fort 74;4058;Lake Twila;2006-09-18;thad61@gmail.com;Hilda_Ferry89;2018-11-07;PC;Grand Theft Auto V;531;354;569;50
Adella;Gibson;Sawayn Avenue 60;8468;South Gudrunboro;1964-11-13;buster79@gmail.com;Name18;2023-05-15;PC;Smite;512;843;967;95
Bobbie;Kozey;Eda Unions 13;5134;New Julieview;1985-02-20;verda.wunsch@gmail.com;Lauryn.Towne59;2021-02-02;Xbox Series X;NBA 2K20;337;690;457;74
Araceli;Gorczany;Clifford Greens 100;9801;Labadiestad;1976-11-02;amara61@yahoo.com;Leonard_Beatty;2016-07-28;Playstation 4;League of Legends;312;920;186;25
Rigoberto;Pfannerstill;Olson Expressway 67;6584;East Beatrice;1970-06-28;haylee_kuvalis@hotmail.com;Louvenia.Abernathy65;2019-03-17;Playstation 5;Overwatch;864;126;197;29
Hassan;Hodkiewicz;Labadie River 88;5951;Tyshawnbury;1973-02-25;hugh.howe@hotmail.com;Wyman_Huel;2014-04-06;Xbox Series X;Path of Exile;983;659;997;47
Nickolas;Schinner;Larry Gardens 85;9442;New Elmer;1977-03-08;odell46@yahoo.com;Montana_Murray;2016-08-06;PC;NBA 2K20;873;561;410;57
Corine;Reichel;Alexzander Squares 99;4331;East Lamar;1998-08-05;cullen98@hotmail.com;Catalina.Thiel49;2017-10-07;PC;World of Warcraft;831;408;849;12
Novella;Runolfsson;Lenny Views 43;9471;New Eugeniaview;1966-04-04;delia51@hotmail.com;Elaina19;2018-10-04;Xbox Series X;Fortnite;579;478;818;78
Bettie;Howe;Kamille Trace 56;1586;Pietroview;1956-12-28;lottie.renner@hotmail.com;Jessyca_Breitenberg;2021-09-02;Playstation 5;Minecraft;121;867;752;33
Kory;Hegmann;Sophie Pass 24;4113;Kraigview;1975-05-11;gavin.collins86@yahoo.com;Raphaelle.Skiles;2019-10-01;Nintendo Switch;World of Warcraft;585;568;410;80
Bettye;Zulauf;Matilde Rue 69;3020;Lake Broderickbury;1983-07-15;michele.hickle82@yahoo.com;Darron.Jerde85;2016-01-15;Xbox One;Rocket League;871;466;910;77
Dayana;Cole;Emilia Squares 35;3227;Fort Chasecester;1961-02-20;garnet.weber@hotmail.com;Braden.Heaney;2020-04-24;Nintendo Switch;Destiny 2;613;592;888;60
Rosetta;Klocko;Juana Flat 86;9034;Nitzscheworth;1970-09-02;patricia_connelly-mcglynn@gmail.com;Elias47;2023-02-24;Xbox One;Call of Duty: Warzone;510;401;993;23
Reina;Reichert;Francisco Keys 34;1936;South Bria;1977-05-25;donald.hickle98@hotmail.com;Oral9;2017-03-07;PC;Dota 2;731;448;125;75
Clementine;Ullrich;Reggie Loop 34;3057;New Della;1974-04-04;camille_swift@yahoo.com;Citlalli.Kreiger17;2017-01-22;Xbox One;Diablo III;295;564;658;75
Christop;Harber;Bettye Way 90;6453;Lake Alexis;1973-05-08;tamara13@gmail.com;Johann.McKenzie;2021-12-25;Xbox One;Starcraft II;546;730;463;56
Jasen;Ankunding;Zieme Rapid 28;4028;North Keshawn;1985-05-21;henriette_rolfson20@gmail.com;Luther.Toy96;2022-06-11;Nintendo Switch;League of Legends;986;623;680;37
Turner;Wuckert;Athena Pike 60;2908;Brandon;1998-04-23;vella4@yahoo.com;Laurianne3;2014-01-05;Playstation 4;Teamfight Tactics;323;918;346;42
Hailee;Halvorson;Crystal Unions 28;7236;Yundtview;1954-06-25;derrick_schaden62@gmail.com;Lesly83;2018-04-27;Xbox Series X;Diablo III;370;326;671;57
Porter;Prosacco;Lori Rapid 52;2106;Cronaboro;1987-01-16;jaquelin_kulas44@hotmail.com;Napoleon_Upton51;2014-04-27;Nintendo Switch;Diablo III;419;964;229;69
Tristian;Schultz;Ritchie Square 2;6578;Hoboken;1968-10-02;oscar76@hotmail.com;Luther_Stroman72;2020-08-31;Playstation 5;Smite;116;582;146;75
Frieda;Gerhold;Erika Heights 56;1731;Sheboygan;1995-05-10;tiana.baumbach@yahoo.com;Zander.Lang49;2022-07-13;Xbox One;Heroes of the Storm;727;96;67;5
Ignatius;Abshire;Roger Manors 44;3802;Diamond Bar;1986-11-14;americo56@gmail.com;Urban.Green9;2020-08-09;Nintendo Switch;Diablo III;105;297;427;74
Destinee;Tremblay;Ana Knolls 8;5533;Riverton;1992-02-16;ruby_torp@yahoo.com;Ruth.Wintheiser;2015-11-06;Playstation 5;Madden NFL 20;379;777;925;62
Mollie;Rolfson;Stehr Wells 20;2573;Paucekstad;1992-03-31;yazmin.hirthe@yahoo.com;Serena_Rau84;2018-04-07;Playstation 4;Grand Theft Auto V;262;700;635;99
Damion;Mayer;Boyle Circles 71;9575;Ericstead;1984-10-19;zoe_medhurst@yahoo.com;Garret.Graham;2023-04-20;PC;Grand Theft Auto V;539;432;73;5
Catharine;Crist;Dare Coves 45;6977;Port Mariano;1982-12-27;flavio93@hotmail.com;Lawrence_Grimes70;2018-08-26;Xbox Series X;Starcraft II;177;990;399;93
Mathew;Koch-Dietrich;Beatty Row 35;1335;Connorville;1997-04-09;arch40@yahoo.com;Kiera_Berge;2013-12-13;Xbox Series X;Apex Legends;180;833;970;73
Clovis;Hartmann;Boyd Mountain 99;4528;Eileenside;1964-06-12;kayla_doyle@hotmail.com;Colton.Simonis;2020-12-19;PC;Call of Duty: Warzone;555;958;790;84
Jose;Huel;Freda Mountains 27;1039;Dianafurt;1962-12-25;adella54@hotmail.com;Myrna2;2021-09-02;Playstation 4;World of Warcraft;915;491;442;39
April;Braun;Vincent Station 79;3151;Fisherview;1980-11-25;baby_volkman@yahoo.com;Kristian_OKon6;2020-12-07;Playstation 4;Call of Duty: Warzone;270;988;420;26
Graciela;Rath;Earnestine Divide 96;1406;North Janyfield;1986-09-17;mitchel45@yahoo.com;Adrien25;2018-11-14;Playstation 5;Fortnite;522;415;114;94
Woodrow;Gorczany;Krajcik Loaf 95;7013;Gottliebport;1993-09-14;tiffany59@yahoo.com;Darby.Hilpert76;2021-06-03;Xbox One;Grand Theft Auto V;634;96;119;2
Tabitha;Thiel;Jailyn Plaza 25;1769;Fort Addie;1992-10-24;london.oconnell87@yahoo.com;Brionna.Schneider21;2021-09-16;Nintendo Switch;Call of Duty: Warzone;301;605;37;72
Johathan;Bartoletti;Michele Branch 86;7655;Mariotown;1965-04-02;daphne58@yahoo.com;Mae.Cormier67;2016-03-05;PC;Heroes of the Storm;821;212;461;37
Enos;Kertzmann;Claire Lane 87;7211;North Breanatown;1999-07-16;garrett_streich30@gmail.com;Arno_Rolfson;2015-12-23;Playstation 4;Call of Duty: Warzone;945;26;989;7
Janiya;Rogahn;Balistreri Vista 77;3108;Fond du Lac;1963-11-28;jason.heidenreich78@gmail.com;Vernon75;2020-11-17;Playstation 5;Smite;346;376;28;62
Yvette;Lubowitz;Streich Views 82;1341;Ethanbury;2000-10-25;oswaldo20@hotmail.com;Francesca32;2014-05-01;PC;Valorant;911;550;828;10
Nickolas;Moen;Elza Village 87;7685;Madgechester;1951-01-02;ransom.jakubowski-aufderhar21@yahoo.com;Maybell98;2019-09-05;Playstation 4;Call of Duty: Warzone;823;48;226;89
Penelope;Prosacco;Jaskolski Port 52;9013;Kihnside;1985-02-14;herminia.sawayn9@gmail.com;Edd.Schaefer68;2021-08-09;Playstation 5;Rainbow Six Siege;596;417;56;55
Cristian;Hilpert;Stracke Drives 72;9592;New Trefurt;1989-03-29;noe.gottlieb90@hotmail.com;Shannon15;2020-10-03;Xbox Series X;Smite;599;977;749;68
Lois;Stamm;Krajcik Pass 5;9080;San Mateo;1994-08-12;casper.steuber@gmail.com;Camryn.Boyle;2019-01-03;Xbox One;Teamfight Tactics;841;133;730;36
Hollis;Ritchie;Koelpin Villages 88;5090;South Rickeyfort;1968-11-08;elda_harber38@yahoo.com;Idell_Romaguera22;2020-02-23;PC;Dota 2;775;99;370;5
Marielle;Reynolds;Bailey Pine 29;5839;Lake Lorenza;1990-10-13;pierre.carter@yahoo.com;Amiya93;2019-02-28;Nintendo Switch;PlayerUnknown's Battlegrounds;370;800;670;8
Ian;Fay;Simonis Courts 99;7361;North Chasitycester;1974-08-06;cecilia_bauch79@hotmail.com;Evie.VonRueden93;2019-12-09;Xbox One;FIFA 20;886;866;932;4
Clint;Mueller;Goyette Forest 63;2305;Runolfssonfort;1988-10-01;franz5@gmail.com;Gianni44;2022-08-19;Nintendo Switch;PlayerUnknown's Battlegrounds;842;341;631;79
Juanita;Feil;Amparo Shoals 43;2120;New Vena;1994-04-11;yessenia.schulist90@hotmail.com;Jacey32;2023-03-02;Xbox Series X;PlayerUnknown's Battlegrounds;613;743;219;31
Bernadine;Rodriguez;Josiah Canyon 21;3620;Aufderharbury;1986-06-24;davion_legros53@gmail.com;Urban_Nienow-Russel46;2020-08-18;PC;World of Tanks;280;31;554;13
Agustin;Oberbrunner;Magnus Dale 91;6975;Zemlakchester;1973-04-07;olin2@gmail.com;Willy8;2014-05-25;Xbox Series X;World of Tanks;560;292;663;87
Ryann;Hills;Torp Gardens 69;4647;North Leiffurt;1978-02-02;gabriella.emmerich38@yahoo.com;Otho.Gibson;2014-02-01;Xbox One;Dota 2;123;446;76;47
Kiley;Mayert;Jacobson Shores 72;3444;Medhurstworth;1948-08-19;charlie_ernser69@hotmail.com;Alf_Stokes;2023-03-15;Xbox One;Fortnite;660;6;945;89
Tracey;Schroeder;Murray Walks 40;1933;Georgianaboro;1965-04-21;alexa_sanford79@yahoo.com;Aida_Tremblay;2017-08-21;Playstation 5;Hearthstone;980;601;537;73
Maxime;Morar-Monahan;Elsie Spur 47;3676;San Bernardino;1995-07-04;monte.schowalter53@hotmail.com;Hank38;2016-10-10;Xbox Series X;PlayerUnknown's Battlegrounds;993;428;147;50
Caitlyn;Osinski;Dibbert Vista 52;2731;Alethatown;1965-06-01;glenda.kreiger@hotmail.com;Crawford_Simonis40;2020-04-06;Playstation 4;Rainbow Six Siege;235;934;301;1
Xander;Towne;Caleb Route 39;5012;Lizethcester;1968-10-07;vallie.mraz@gmail.com;Lindsay31;2018-11-23;Playstation 5;NBA 2K20;904;27;796;22
Hassie;Harber;Anderson Ville 77;6699;Fort Nikita;1975-04-03;sonia30@yahoo.com;Brooks.OReilly6;2015-06-07;Playstation 5;Grand Theft Auto V;590;386;545;100
Madie;Monahan;Jaden Walk 94;8173;Port Sadiechester;1978-09-08;kennedy_wyman@hotmail.com;Hassie.Ruecker;2016-02-06;Playstation 5;Minecraft;154;280;761;55
Anissa;Hills-Anderson;Nikolaus Skyway 81;4953;North Georgette;1961-07-17;fannie_schneider@gmail.com;Daphney51;2020-04-10;Nintendo Switch;NBA 2K20;518;877;61;8
Theresia;Zieme;Jennyfer Shoal 19;5399;New Amyberg;1955-08-04;jannie.moen44@gmail.com;Brianne.Metz8;2013-12-24;Nintendo Switch;Counter Strike: Global Offensive;823;915;832;38
Garnett;Harris;Orion Green 27;2093;Mesquite;1993-07-18;gudrun52@gmail.com;Jakayla35;2017-06-22;Nintendo Switch;FIFA 20;931;64;67;79
Nathan;Bechtelar;Franecki Junction 17;3938;Rettafield;2005-10-02;devan_cruickshank@hotmail.com;Margarette53;2013-11-21;Playstation 4;Counter Strike: Global Offensive;618;86;211;28
Novella;Conn;Jack Fort 60;1453;New Briaville;1962-04-16;ocie_hoppe80@yahoo.com;Katarina33;2021-07-20;Xbox One;World of Warcraft;220;683;987;25
Rogelio;Fay;Gulgowski Path 16;4800;Wisokycester;1952-04-11;bailee.rath-altenwerth97@yahoo.com;Einar90;2021-11-18;PC;Counter Strike: Global Offensive;533;952;95;51
Vernie;Renner;Bahringer Shoal 89;3040;Littlefield;1967-04-19;lexus_gleason@gmail.com;Serenity27;2015-10-19;Nintendo Switch;Call of Duty: Warzone;301;839;983;22
Ralph;Hyatt;Bonita Mall 9;9954;Hilpertbury;1956-05-17;kody.rempel@hotmail.com;Victor_Schumm;2015-11-30;PC;Smite;524;200;464;30
Felton;Bayer;Herzog Bridge 25;2502;Fort Marshall;1991-11-02;kristina43@hotmail.com;Norbert_Kshlerin87;2020-05-16;PC;Rocket League;103;245;246;10
Augustine;Schultz;Feil Corner 41;9026;Amanihaven;1990-12-07;vern_bartoletti@gmail.com;Jay93;2016-05-27;Playstation 4;World of Tanks;655;625;205;58
Mayra;Heller;Wilson Orchard 85;7745;West Jamil;1969-10-25;winston17@yahoo.com;Doris89;2015-09-26;Nintendo Switch;Path of Exile;424;27;60;89
Jaeden;Grimes;Jessie Cliffs 32;2779;South Florida;1949-01-09;lurline6@hotmail.com;Claude.Herman26;2020-03-11;Playstation 5;Minecraft;462;173;312;67
Retha;Hand;Zemlak Spring 86;9733;Hyattbury;2003-04-18;creola58@yahoo.com;Grover6;2020-03-14;Xbox One;Starcraft II;755;730;666;1
Serenity;Price;O'Keefe Bridge 40;3045;Bartolettistad;1995-11-01;emerald63@hotmail.com;Trey64;2016-12-09;Playstation 4;Minecraft;362;399;608;19
Erwin;Hessel;Ahmad Land 50;3511;Clearwater;1984-07-08;louvenia_walter@hotmail.com;Alexandrea_Ryan47;2017-08-12;Nintendo Switch;Apex Legends;565;471;758;72
Tressie;Mohr;Caitlyn Dam 58;8434;East Kelvinborough;1948-01-26;aric_fahey@gmail.com;Frank.Bayer;2021-11-18;Xbox Series X;Dota 2;193;934;760;76
Bernie;Gorczany;Lehner Hollow 66;8073;East Isidro;2004-06-10;maximo.conroy@yahoo.com;Jefferey.Reynolds;2019-11-17;Playstation 4;Grand Theft Auto V;127;56;138;85
Alessandra;Hyatt;Vanessa Stream 73;6529;Kuhicside;1973-08-26;misael_grady@gmail.com;Kaya.Smith;2020-11-10;Nintendo Switch;FIFA 20;436;282;610;18
Nicolette;Sipes;Reichert Radial 26;4294;East Danielleborough;1999-11-10;magdalena.boyle@gmail.com;Kari_Jacobson19;2018-02-12;Xbox Series X;Rainbow Six Siege;793;899;912;65
Nestor;Schinner;Kieran Island 24;7630;High Point;1956-06-20;mohamed42@yahoo.com;Carolyne_Crooks44;2014-01-21;Nintendo Switch;Grand Theft Auto V;931;397;882;44
Brianne;Powlowski-Brekke;Bailee Port 91;3420;Allen;1993-07-19;chadrick_turner@yahoo.com;Oswald_Lubowitz55;2017-02-19;Playstation 4;Rainbow Six Siege;520;838;641;53
Genesis;O'Keefe;Chasity Parkway 66;1388;Boganland;1974-08-30;michael13@yahoo.com;Walter29;2017-01-11;PC;Grand Theft Auto V;131;407;367;18
Elisa;Mohr;Schmeler Plain 46;6446;New Magdalenberg;1977-07-08;enrico.gusikowski5@hotmail.com;Norris_Goyette;2022-09-15;Playstation 5;World of Warships;849;578;309;38
Eldon;Mante;Waino Lock 28;9172;Mrazland;1997-12-01;eva.kessler61@gmail.com;Carli.Sauer87;2022-06-19;Playstation 5;World of Warships;447;700;23;32
Glenda;Jerde;Weber Corners 24;7768;Little Rock;1978-08-21;dino_gorczany@gmail.com;Josue.Morar66;2019-03-22;Nintendo Switch;Call of Duty: Warzone;203;383;391;77
Vernie;Kuphal-Pagac;Marvin Lock 60;7682;Fullerton;1978-09-30;ena.okon92@hotmail.com;Jamil95;2015-06-19;PC;Overwatch;736;407;685;89
